Attrition_Flag	Selected	Customer_Age	Gender=F	Gender=M	Dependent_count	Education_Level=College	Education_Level=Doctorate	Education_Level=Graduate	Education_Level=High School	Education_Level=Post-Graduate	Education_Level=Uneducated	Education_Level=Unknown	Marital_Status=Divorced	Marital_Status=Married	Marital_Status=Single	Marital_Status=Unknown	Income_Category=$40K - $60K	Income_Category=$60K - $80K	Income_Category=$80K - $120K	Income_Category=$120K +	Income_Category=Less than $40K	Income_Category=Unknown	Card_Category=Blue	Card_Category=Gold	Card_Category=Platinum	Card_Category=Silver	Months_on_book	Total_Relationship_Count	Months_Inactive_12_mon	Contacts_Count_12_mon	Credit_Limit	Total_Revolving_Bal	Avg_Open_To_Buy	Total_Amt_Chng_Q4_Q1	Total_Trans_Amt	Total_Trans_Ct	Total_Ct_Chng_Q4_Q1	Avg_Utilization_Ratio
	No	44	1	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	33	5	4	2	9671	704	8967	0.699	2955	66	0.941	0.073
	No	47	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	36	2	3	2	1438.3	0	1438.3	0.838	2584	42	0.448	0
	No	57	0	1	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	49	5	3	3	32676	2134	30542	0.797	3990	88	0.76	0.065
	No	50	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	37	4	3	4	3277	2481	796	0.606	3965	59	0.844	0.757
	No	48	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	6	3	3	1438.3	455	983.3	0.626	2090	50	0.562	0.316
	No	43	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	28	6	3	2	19826	1389	18437	0.614	3561	73	0.659	0.07
	No	48	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	37	4	2	3	11750	487	11263	0.772	2532	48	0.548	0.041
	No	49	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	36	3	1	3	3252	2517	735	0.878	7418	90	0.579	0.774
	No	42	1	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	28	1	2	3	5471	2517	2954	0.493	5103	94	0.679	0.46
	No	45	1	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	38	3	3	2	2400	1613	787	0.629	1311	34	0.417	0.672
	No	44	1	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	37	5	2	3	2568	1875	693	0.578	4254	85	0.735	0.73
	No	46	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	34	4	3	2	14310	694	13616	0.558	1254	34	0.478	0.048
	No	37	0	1	2	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	36	1	2	3	6713	1590	5123	0.847	7946	85	0.667	0.237
	No	73	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	36	5	3	2	4469	1125	3344	1.363	1765	34	1.615	0.252
	No	40	0	1	3	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	36	4	4	3	8958	0	8958	0.483	2131	43	0.387	0
	No	47	1	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	27	5	3	4	14335	938	13397	0.445	3610	75	0.531	0.065
	No	53	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	34	3	1	4	20231	1434	18797	0.543	5002	78	0.66	0.071
	No	43	0	1	3	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	33	4	3	4	9382	1455	7927	0.482	3412	71	0.821	0.155
	No	41	1	0	5	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	26	4	3	4	2264	928	1336	0.662	4150	83	0.844	0.41
	No	35	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	1	2	2	3019	1462	1557	0.718	4509	71	0.732	0.484
	No	44	1	0	5	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	24	4	3	3	2003	1224	779	0.646	1756	42	0.355	0.611
	No	31	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	13	2	2	3	3533	1206	2327	0.859	16339	120	0.579	0.341
	No	39	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	27	6	1	3	9347	1988	7359	1.173	2201	46	1.091	0.213
	No	49	1	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	40	4	2	2	2712	1686	1026	0.791	4678	74	0.644	0.622
	No	51	1	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	41	5	3	3	1495	691	804	0.705	2552	42	0.556	0.462
	No	37	1	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	31	3	3	2	1438.3	0	1438.3	0.919	5001	91	0.625	0
	No	48	0	1	3	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	36	3	2	1	8876	1132	7744	0.844	3779	78	0.814	0.128
	No	59	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	45	1	3	3	2721	1885	836	0.853	2594	48	0.455	0.693
	No	59	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	48	5	2	6	34516	0	34516	0.969	8480	71	0.821	0
	No	47	1	0	4	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	36	3	1	1	1596	0	1596	0.788	5678	81	0.8	0
	No	51	1	0	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	40	5	4	3	1562	1057	505	0.807	5019	78	0.696	0.677
	No	26	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	13	6	3	4	3517	1195	2322	0.556	2255	48	0.5	0.34
	No	44	0	1	4	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	36	3	2	2	3117	1400	1717	0.913	4391	85	0.809	0.449
	No	36	1	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	20	4	3	2	9735	1245	8490	1.079	2967	80	0.739	0.128
	No	45	0	1	5	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	39	2	3	3	3439	0	3439	0.825	2661	35	0.296	0
	No	42	0	1	3	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	34	3	3	3	13450	0	13450	0.742	1000	18	0.059	0
	No	43	0	1	4	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	30	2	5	3	5639	1547	4092	1.087	647	15	0.364	0.274
	No	55	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	41	1	1	1	3591	1760	1831	0.507	13289	121	0.754	0.49
	No	50	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	30	1	3	2	14217	1816	12401	0.978	15554	99	0.678	0.128
	No	46	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	35	6	3	3	13768	763	13005	0.712	1390	44	0.76	0.055
	No	47	0	1	3	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	41	2	3	3	4207	1556	2651	0.658	15312	122	0.718	0.37
	No	32	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	26	6	2	4	14140	845	13295	0.715	5036	76	0.689	0.06
	No	54	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	36	2	3	2	11077	573	10504	0.973	8165	87	0.776	0.052
	No	42	0	1	3	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	36	3	2	1	2012	0	2012	0.31	3282	66	0.65	0
	No	42	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	32	5	3	2	3741	0	3741	0.959	4402	55	0.833	0
	No	49	1	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	29	3	4	2	7066	0	7066	0.479	1695	38	0.31	0
	No	44	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	37	3	2	1	4703	1555	3148	0.932	4127	89	0.648	0.331
	No	42	0	1	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	36	1	1	3	1438.3	686	752.3	0.68	3499	80	0.86	0.477
	No	54	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	46	3	3	3	3312	1624	1688	0.573	1973	55	0.667	0.49
	No	36	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	29	5	3	3	7712	2517	5195	0.676	1845	40	0.739	0.326
	No	41	1	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	31	5	3	3	2450	1490	960	0.747	3778	64	0.684	0.608
	No	51	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	36	3	3	1	2146	967	1179	0.569	4253	74	0.721	0.451
	No	46	0	1	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	36	3	1	3	13001	1482	11519	0.552	3671	55	0.528	0.114
	No	50	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	37	2	2	2	20708	1357	19351	0.852	8503	88	0.571	0.066
	No	51	0	1	3	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	36	3	3	3	5130	0	5130	0.407	1434	31	0.292	0
	No	65	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	54	6	2	3	9095	1587	7508	1.433	1314	26	1.364	0.174
	No	39	0	1	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	34	3	4	3	1818	0	1818	0.651	2054	55	0.774	0
	No	41	0	1	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	35	5	3	3	34516	825	33691	0.982	3127	51	0.962	0.024
	No	45	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	39	4	2	2	3133	1510	1623	0.609	1435	38	0.462	0.482
	No	45	0	1	4	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	35	2	3	3	23542	1307	22235	0.462	2152	46	0.438	0.056
	No	50	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	43	4	5	3	20958	0	20958	0.769	4425	78	0.696	0
	No	43	1	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	36	4	3	4	34516	1893	32623	0.748	3639	76	1	0.055
	No	53	0	1	4	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	44	3	3	2	11561	2189	9372	0.742	2153	39	0.5	0.189
	No	53	0	1	3	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	36	5	1	4	7290	2151	5139	0.583	1312	29	0.526	0.295
	No	51	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	41	6	3	2	26714	2517	24197	0.758	1686	50	0.724	0.094
	No	36	1	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	26	4	3	2	2002	1377	625	0.671	2411	60	0.714	0.688
	No	47	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	34	2	2	2	2234	2024	210	0.717	2313	37	0.321	0.906
	No	39	1	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	31	3	1	2	2901	2143	758	0.948	4239	78	0.733	0.739
	No	48	0	1	2	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	43	5	2	2	1761	1249	512	0.936	4410	73	0.622	0.709
	No	40	1	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	27	5	3	1	4788	1088	3700	0.808	4438	78	0.95	0.227
	No	45	1	0	4	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	34	4	4	2	4244	1066	3178	0.606	4016	89	0.854	0.251
	No	65	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	54	5	2	2	5363	1309	4054	0.574	3855	63	0.703	0.244
	No	49	1	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	39	5	2	3	11545	1732	9813	0.871	3996	65	0.548	0.15
	No	33	1	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	19	4	3	4	2907	1537	1370	0.79	4390	76	1	0.529
	No	42	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	36	4	3	6	15699	0	15699	0.569	1793	40	0.6	0
	No	48	0	1	4	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	36	3	3	2	26443	1601	24842	0.493	1593	36	0.333	0.061
	No	49	1	0	5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	4	2	3	2598	1848	750	0.547	4396	78	0.814	0.711
	No	65	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	36	3	3	2	2107	1008	1099	0.953	3913	67	0.523	0.478
	No	44	1	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	37	4	3	3	5826	0	5826	0.689	3756	73	0.921	0
	No	57	1	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	39	6	4	2	2781	992	1789	0.701	4577	81	0.929	0.357
	No	27	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	36	1	1	2	4548	1450	3098	0.844	14330	131	0.638	0.319
	No	38	1	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	31	4	3	2	1854	0	1854	0.885	5245	89	0.712	0
	No	46	0	1	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	40	4	2	2	15459	0	15459	0.789	1419	30	0.667	0
	No	57	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	40	5	3	2	1629	1185	444	0.766	4897	83	0.886	0.727
	No	47	1	0	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	36	2	3	2	1636	0	1636	0.694	2235	35	0.591	0
	No	49	1	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	42	5	1	4	7789	957	6832	0.724	3412	70	0.842	0.123
	No	49	1	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	43	3	1	4	2228	1003	1225	1.119	2104	44	0.467	0.45
	No	49	1	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	38	6	5	1	2652	1581	1071	0.738	4747	80	0.778	0.596
	No	49	0	1	5	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	40	4	3	4	3970	892	3078	0.772	13697	102	0.759	0.225
	No	59	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	46	2	3	2	7484	1939	5545	0.994	4923	56	0.333	0.259
	No	35	0	1	2	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	30	6	3	3	21695	1257	20438	0.793	2266	74	0.48	0.058
	No	63	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	56	5	6	3	1931	1531	400	0.778	2288	48	0.714	0.793
	No	56	0	1	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	46	2	1	2	7234	2055	5179	0.703	5051	83	0.66	0.284
	No	40	0	1	3	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	31	6	2	4	18584	2446	16138	0.76	3504	64	0.882	0.132
	No	57	0	1	2	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	43	2	3	3	34516	1847	32669	0.557	7842	61	0.794	0.054
	No	58	1	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	46	6	2	2	2395	1345	1050	0.811	4983	84	0.867	0.562
	No	54	0	1	3	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	47	6	2	4	15108	1288	13820	0.684	3713	65	0.512	0.085
	No	38	1	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	14	4	1	2	4394	0	4394	0.889	1538	43	0.536	0
	No	52	1	0	3	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	33	3	2	0	3900	0	3900	1.092	4337	81	0.8	0
	No	57	0	1	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	36	2	2	3	13694	2219	11475	1.078	9040	63	0.8	0.162
	No	55	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	36	4	3	2	10241	1545	8696	0.581	2513	47	0.424	0.151
	No	50	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	37	2	2	3	1461	0	1461	0.563	2176	40	0.379	0
	No	51	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	40	4	3	3	26308	0	26308	0.647	3278	53	0.828	0
	No	54	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	45	4	3	2	13126	2086	11040	0.659	1836	37	0.762	0.159
	No	46	0	1	3	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	36	5	1	1	3210	2081	1129	0.615	3962	62	0.938	0.648
	No	41	1	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	30	1	2	3	9491	0	9491	1.056	9061	51	1.684	0
	No	39	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	34	6	3	3	8823	1541	7282	1.06	1961	32	1	0.175
	No	44	1	0	3	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	38	3	1	0	11749	788	10961	0.688	1178	27	0.929	0.067
	No	45	1	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	36	6	3	1	2192	1464	728	0.66	4905	89	0.978	0.668
	No	43	1	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	37	4	3	2	4724	2056	2668	0.423	1232	31	0.55	0.435
	No	37	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	26	4	3	2	7349	2517	4832	0.877	2701	60	0.714	0.342
	No	54	0	1	5	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	45	6	1	3	20401	0	20401	0.723	4637	75	0.562	0
	No	29	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	18	4	3	4	4532	0	4532	0.734	1885	55	0.528	0
	No	39	1	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	30	3	3	2	2420	1422	998	0.731	1362	24	0.714	0.588
	No	34	0	1	4	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	26	3	3	2	5100	1786	3314	1.06	2375	63	0.575	0.35
	No	43	1	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	36	4	3	3	1780	1541	239	0.839	5008	93	0.722	0.866
	No	38	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	30	3	2	4	2346	0	2346	0.394	3982	72	0.532	0
	No	39	1	0	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	29	2	2	2	11135	1563	9572	0.746	8777	112	0.778	0.14
	No	44	1	0	4	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	39	2	1	3	17077	2179	14898	0.738	7391	75	0.705	0.128
	No	49	0	1	4	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	30	5	3	3	1579	900	679	0.592	4354	70	0.707	0.57
	No	46	1	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	34	1	2	3	33874	1473	32401	0.803	13753	98	0.849	0.043
	No	47	0	1	3	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	40	3	3	3	12945	1582	11363	0.496	3369	59	0.788	0.122
	No	42	0	1	4	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	30	3	1	3	29937	0	29937	0.746	14863	109	0.627	0
	No	41	1	0	3	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	31	4	3	2	5655	1154	4501	0.702	2189	51	0.7	0.204
	No	46	0	1	5	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	33	4	1	3	3135	0	3135	0.572	4116	68	0.7	0
	No	44	1	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	31	3	3	4	2184	0	2184	0.671	1973	42	0.556	0
	No	59	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	47	5	3	3	26812	1491	25321	0.679	14838	110	0.642	0.056
	No	45	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	36	1	1	3	19107	933	18174	0.88	8987	89	0.561	0.049
	No	40	0	1	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	24	3	2	4	18806	1192	17614	0.745	3142	62	0.824	0.063
	No	56	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	46	6	2	3	15982	0	15982	0.687	4503	80	0.667	0
	No	40	1	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	31	5	2	4	4736	945	3791	0.835	3927	73	0.659	0.2
	No	55	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	39	3	2	3	2426	1589	837	0.87	5175	82	0.822	0.655
	No	31	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	20	5	3	3	13734	0	13734	0.855	2566	74	0.762	0
	No	43	0	1	2	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	37	4	3	3	27781	0	27781	1	3184	61	0.743	0
	No	61	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	43	3	3	5	1438.3	0	1438.3	0.7	1958	47	0.424	0
	No	59	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	49	6	5	4	4072	0	4072	0.464	1966	43	1.15	0
	No	45	0	1	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	1	2	3	7231	1047	6184	0.947	15571	115	0.797	0.145
	No	52	0	1	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	33	6	1	4	33182	1997	31185	0.755	1630	43	0.87	0.06
	No	37	0	1	3	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	24	3	1	3	15133	1663	13470	0.646	4392	68	0.511	0.11
	No	62	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	36	5	1	1	18457	2248	16209	0.578	3603	69	0.643	0.122
	No	50	0	1	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	40	1	2	3	24670	1623	23047	0.791	7772	76	0.652	0.066
	No	52	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	34	3	3	3	6265	1677	4588	0.769	8162	89	0.589	0.268
	No	51	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	41	3	3	2	9701	0	9701	1.024	9404	62	0.824	0
	No	51	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	42	3	2	2	1438.3	0	1438.3	0.872	4211	64	0.778	0
	No	47	1	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	38	5	2	2	1585	1304	281	0.727	4656	80	0.6	0.823
	No	35	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	36	4	2	4	19127	1880	17247	0.788	1859	33	0.571	0.098
	No	40	0	1	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	31	1	2	1	3735	1474	2261	0.798	15039	130	0.757	0.395
	No	33	1	0	3	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	28	5	2	3	1864	1081	783	1.416	2607	44	1.75	0.58
	No	56	0	1	3	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	46	1	3	3	23240	1534	21706	0.971	9441	82	0.907	0.066
	No	54	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	44	6	3	2	7866	0	7866	0.76	4238	55	0.719	0
	No	34	1	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	30	4	1	3	3046	2279	767	0.611	2330	69	0.643	0.748
	No	43	1	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	30	5	2	2	2415	1452	963	0.609	3970	68	0.619	0.601
	No	61	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	47	5	3	4	1438.3	847	591.3	0.436	1397	43	0.483	0.589
	No	42	1	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	31	5	1	2	1640	888	752	0.715	4074	73	0.872	0.541
	No	48	0	1	3	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	37	5	1	2	34516	2429	32087	0.742	3205	57	0.727	0.07
	No	54	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	39	6	2	3	11696	2288	9408	0.973	2445	60	0.765	0.196
	No	40	0	1	3	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	35	6	3	2	25219	1503	23716	0.944	4429	87	0.642	0.06
